#               step               time           E_Zeeman            E_total                m_x                m_y                m_z            m_error            skx_num 
#                 <>                <s>                <J>                <J>                 <>                 <>                 <>                 <>                 <> 
                 864           8.64e-10     -99999.9535535     -99999.9535535 -0.000875088921482  0.000403924888679     0.999999535535  2.72892819453e-12                  0 
                 865           8.65e-10     -99999.9543674     -99999.9543674 -0.000874329840763  0.000384972750422     0.999999543674  2.72826206071e-12                  0 
                 866           8.66e-10     -99999.9551671     -99999.9551671 -0.000873245450764   0.00036620364827     0.999999551671   2.7275959269e-12                  0 
                 867           8.67e-10     -99999.9559528     -99999.9559528 -0.000871841872369  0.000347621643518     0.999999559528  2.72715183769e-12                  0 
                 868           8.68e-10     -99999.9567247     -99999.9567247 -0.000870125242815  0.000329230653828     0.999999567247  2.72648570387e-12                  0 
                 869           8.69e-10     -99999.9574831     -99999.9574831 -0.000868101713034  0.000311034454238     0.999999574831  2.72581957006e-12                  0 
                 870            8.7e-10     -99999.9582282     -99999.9582282 -0.000865777444997  0.000293036678169     0.999999582282  2.72515343624e-12                  0 
                 871           8.71e-10     -99999.9589602     -99999.9589602 -0.000863158609192  0.000275240818552     0.999999589602  2.72470934704e-12                  0 
                 872           8.72e-10     -99999.9596795     -99999.9596795 -0.000860251382114  0.000257650228962     0.999999596795  2.72426525783e-12                  0 
                 873           8.73e-10     -99999.9603861     -99999.9603861 -0.000857061943537  0.000240268124562     0.999999603861  2.72359912401e-12                  0 
                 874           8.74e-10     -99999.9610803     -99999.9610803 -0.000853596474516  0.000223097583671     0.999999610803   2.7231550348e-12                  0 
                 875           8.75e-10     -99999.9617623     -99999.9617623 -0.000849861154193  0.000206141548306     0.999999617623   2.7229329902e-12                  0 
                 876           8.76e-10     -99999.9624325     -99999.9624325 -0.000845862158531  0.000189402826346     0.999999624325  2.72248890099e-12                  0 
                 877           8.77e-10     -99999.9630908     -99999.9630908 -0.000841605656688  0.000172884091737     0.999999630908  2.72204481178e-12                  0 
                 878           8.78e-10     -99999.9637376     -99999.9637376 -0.000837097810149  0.000156587886928     0.999999637376  2.72160072257e-12                  0 
                 879           8.79e-10     -99999.9643731     -99999.9643731 -0.000832344769133  0.000140516623146     0.999999643731  2.72115663336e-12                  0 
                 880            8.8e-10     -99999.9649975     -99999.9649975 -0.000827352671621  0.000124672582681     0.999999649975  2.72071254415e-12                  0 
                 881           8.81e-10     -99999.9656109     -99999.9656109 -0.000822127640115  0.000109057919491     0.999999656109  2.72004641033e-12                  0 
                 882           8.82e-10     -99999.9662136     -99999.9662136 -0.000816675780501  9.36746612555e-05     0.999999662136  2.71960232112e-12                  0 
                 883           8.83e-10     -99999.9668057     -99999.9668057 -0.000811003179034  7.85247102245e-05     0.999999668057  2.71915823191e-12                  0 
                 884           8.84e-10     -99999.9673874     -99999.9673874 -0.000805115901283   6.3609845226e-05     0.999999673874  2.71893618731e-12                  0 
                 885           8.85e-10     -99999.9679589     -99999.9679589 -0.000799019989141  4.89317225866e-05     0.999999679589   2.7184920981e-12                  0 
                 886           8.86e-10     -99999.9685204     -99999.9685204 -0.000792721459914  3.44918781792e-05     0.999999685204  2.71804800889e-12                  0 
                 887           8.87e-10     -99999.9690721     -99999.9690721 -0.000786226303474  2.02917284402e-05     0.999999690721  2.71760391968e-12                  0 
                 888           8.88e-10     -99999.9696141     -99999.9696141 -0.000779540481266  6.33257235285e-06     0.999999696141  2.71715983047e-12                  0 
                 889           8.89e-10     -99999.9701466     -99999.9701466 -0.000772669923788  -7.3844073516e-06     0.999999701466  2.71693778586e-12                  0 
                 890            8.9e-10     -99999.9706698     -99999.9706698 -0.000765620529411   -2.085814234e-05     0.999999706698  2.71649369665e-12                  0 
                 891           8.91e-10     -99999.9711838     -99999.9711838 -0.000758398162204 -3.40876772851e-05     0.999999711838  2.71582756284e-12                  0 
                 892           8.92e-10     -99999.9716888     -99999.9716888 -0.000751008650608 -4.70721681195e-05     0.999999716888  2.71560551823e-12                  0 
                 893           8.93e-10     -99999.9721849     -99999.9721849 -0.000743457785547 -5.98108805015e-05     0.999999721849  2.71516142902e-12                  0 
                 894           8.94e-10     -99999.9726724     -99999.9726724 -0.000735751319013 -7.23031881285e-05     0.999999726724  2.71471733981e-12                  0 
                 895           8.95e-10     -99999.9731513     -99999.9731513 -0.000727894962434 -8.45485711044e-05     0.999999731513   2.7142732506e-12                  0 
                 896           8.96e-10     -99999.9736218     -99999.9736218 -0.000719894385178 -9.65466142868e-05     0.999999736218    2.714051206e-12                  0 
                 897           8.97e-10     -99999.9740841     -99999.9740841 -0.000711755213172 -0.000108297005575     0.999999740841  2.71360711679e-12                  0 
                 898           8.98e-10     -99999.9745383     -99999.9745383  -0.00070348302733 -0.000119799534285     0.999999745383  2.71316302758e-12                  0 
                 899           8.99e-10     -99999.9749845     -99999.9749845  -0.00069508336241 -0.000131054089372     0.999999749845  2.71271893837e-12                  0 
                 900              9e-10     -99999.9754229     -99999.9754229  -0.00068656170538 -0.000142060657824     0.999999754229  2.71227484916e-12                  0 
                 901           9.01e-10     -99999.9758536     -99999.9758536 -0.000677923494494 -0.000152819322844     0.999999758536  2.71205280455e-12                  0 
                 902           9.02e-10     -99999.9762767     -99999.9762767 -0.000669174117617 -0.000163330262238     0.999999762767  2.71183075995e-12                  0 
                 903           9.03e-10     -99999.9766925     -99999.9766925 -0.000660318911496 -0.000173593746582     0.999999766925  2.71138667074e-12                  0 
                 904           9.04e-10     -99999.9771009     -99999.9771009 -0.000651363160065 -0.000183610137598     0.999999771009  2.71094258153e-12                  0 
                 905           9.05e-10     -99999.9775022     -99999.9775022 -0.000642312093895 -0.000193379886313     0.999999775022  2.71072053692e-12                  0 
                 906           9.06e-10     -99999.9778965     -99999.9778965 -0.000633170888487  -0.00020290353142     0.999999778965  2.71027644771e-12                  0 
                 907           9.07e-10     -99999.9782839     -99999.9782839 -0.000623944663891 -0.000212181697434     0.999999782839  2.71005440311e-12                  0 
                 908           9.08e-10     -99999.9786644     -99999.9786644 -0.000614638483005 -0.000221215093042     0.999999786644   2.7093882693e-12                  0 
                 909           9.09e-10     -99999.9790383     -99999.9790383  -0.00060525735133 -0.000230004509265     0.999999790383  2.70916622469e-12                  0 
                 910            9.1e-10     -99999.9794057     -99999.9794057 -0.000595806215301 -0.000238550817786     0.999999794057  2.70872213548e-12                  0 
                 911           9.11e-10     -99999.9797666     -99999.9797666 -0.000586289962165 -0.000246854969135     0.999999797666  2.70827804627e-12                  0 
                 912           9.12e-10     -99999.9801212     -99999.9801212 -0.000576713418345 -0.000254917990986     0.999999801212  2.70805600167e-12                  0 
                 913           9.13e-10     -99999.9804696     -99999.9804696 -0.000567081349437 -0.000262740986379     0.999999804696  2.70783395706e-12                  0 
                 914           9.14e-10     -99999.9808118     -99999.9808118 -0.000557398458612 -0.000270325131984     0.999999808118  2.70738986785e-12                  0 
                 915           9.15e-10     -99999.9811481     -99999.9811481 -0.000547669386724 -0.000277671676355     0.999999811481  2.70694577864e-12                  0 
                 916           9.16e-10     -99999.9814785     -99999.9814785 -0.000537898710755 -0.000284781938176     0.999999814785  2.70650168943e-12                  0 
                 917           9.17e-10     -99999.9818031     -99999.9818031 -0.000528090944019 -0.000291657304545     0.999999818031  2.70627964483e-12                  0 
                 918           9.18e-10      -99999.982122      -99999.982122 -0.000518250534671 -0.000298299229199      0.99999982122  2.70605760022e-12                  0 
                 919           9.19e-10     -99999.9824353     -99999.9824353 -0.000508381865986 -0.000304709230838     0.999999824353  2.70561351101e-12                  0 
                 920            9.2e-10     -99999.9827431     -99999.9827431 -0.000498489254937 -0.000310888891328     0.999999827431   2.7051694218e-12                  0 
                 921           9.21e-10     -99999.9830455     -99999.9830455 -0.000488576952546 -0.000316839854066     0.999999830455   2.7049473772e-12                  0 
                 922           9.22e-10     -99999.9833426     -99999.9833426 -0.000478649142537 -0.000322563822167     0.999999833426  2.70450328799e-12                  0 
                 923           9.23e-10     -99999.9836346     -99999.9836346 -0.000468709941745  -0.00032806255687     0.999999836346  2.70428124338e-12                  0 
                 924           9.24e-10     -99999.9839214     -99999.9839214 -0.000458763398856 -0.000333337875711     0.999999839214  2.70383715417e-12                  0 
                 925           9.25e-10     -99999.9842031     -99999.9842031  -0.00044881349484 -0.000338391650972     0.999999842031  2.70361510957e-12                  0 
                 926           9.26e-10       -99999.98448       -99999.98448 -0.000438864141845 -0.000343225807849       0.9999998448  2.70317102036e-12                  0 
                 927           9.27e-10      -99999.984752      -99999.984752 -0.000428919183562 -0.000347842322926      0.99999984752  2.70294897575e-12                  0 
                 928           9.28e-10     -99999.9850192     -99999.9850192 -0.000418982394353 -0.000352243222369     0.999999850192  2.70272693115e-12                  0 
                 929           9.29e-10     -99999.9852817     -99999.9852817 -0.000409057479494 -0.000356430580402     0.999999852817  2.70228284194e-12                  0 
                 930            9.3e-10     -99999.9855397     -99999.9855397  -0.00039914807455 -0.000360406517546     0.999999855397  2.70206079733e-12                  0 
                 931           9.31e-10     -99999.9857931     -99999.9857931 -0.000389257745506 -0.000364173199085     0.999999857931  2.70183875273e-12                  0 
                 932           9.32e-10     -99999.9860421     -99999.9860421 -0.000379389988366 -0.000367732833363     0.999999860421  2.70139466352e-12                  0 
                 933           9.33e-10     -99999.9862867     -99999.9862867 -0.000369548229191 -0.000371087670234     0.999999862867  2.70117261891e-12                  0 
                 934           9.34e-10      -99999.986527      -99999.986527 -0.000359735823901 -0.000374239999423      0.99999986527  2.70095057431e-12                  0 
                 935           9.35e-10     -99999.9867631     -99999.9867631 -0.000349956058238 -0.000377192148962     0.999999867631   2.7005064851e-12                  0 
                 936           9.36e-10     -99999.9869951     -99999.9869951  -0.00034021214775 -0.000379946483616     0.999999869951  2.70028444049e-12                  0 
                 937           9.37e-10      -99999.987223      -99999.987223 -0.000330507237692 -0.000382505403302      0.99999987223  2.70006239589e-12                  0 
                 938           9.38e-10     -99999.9874469     -99999.9874469 -0.000320844403174 -0.000384871341587     0.999999874469  2.69984035128e-12                  0 
                 939           9.39e-10     -99999.9876669     -99999.9876669 -0.000311226649023 -0.000387046764091     0.999999876669  2.69939626207e-12                  0 
                 940            9.4e-10      -99999.987883      -99999.987883 -0.000301656910065 -0.000389034167059      0.99999987883  2.69895217286e-12                  0 
                 941           9.41e-10     -99999.9880954     -99999.9880954 -0.000292138050965 -0.000390836075742     0.999999880954  2.69873012826e-12                  0 
                 942           9.42e-10      -99999.988304      -99999.988304 -0.000282672866631 -0.000392455043052      0.99999988304  2.69850808365e-12                  0 
                 943           9.43e-10      -99999.988509      -99999.988509 -0.000273264082039 -0.000393893647926      0.99999988509  2.69806399444e-12                  0 
                 944           9.44e-10     -99999.9887104     -99999.9887104 -0.000263914352746 -0.000395154494053     0.999999887104  2.69806399444e-12                  0 
                 945           9.45e-10     -99999.9889082     -99999.9889082 -0.000254626264713  -0.00039624020823     0.999999889082  2.69761990523e-12                  0 
                 946           9.46e-10     -99999.9891026     -99999.9891026 -0.000245402334906 -0.000397153439162     0.999999891026  2.69739786063e-12                  0 
                 947           9.47e-10     -99999.9892936     -99999.9892936  -0.00023624501113 -0.000397896855809     0.999999892936  2.69717581602e-12                  0 
                 948           9.48e-10     -99999.9894812     -99999.9894812 -0.000227156672712 -0.000398473146263     0.999999894812  2.69673172681e-12                  0 
                 949           9.49e-10     -99999.9896656     -99999.9896656 -0.000218139630344 -0.000398885016083     0.999999896656  2.69650968221e-12                  0 
                 950            9.5e-10     -99999.9898467     -99999.9898467 -0.000209196126838 -0.000399135187251     0.999999898467   2.6962876376e-12                  0 
                 951           9.51e-10     -99999.9900246     -99999.9900246 -0.000200328336995 -0.000399226396503     0.999999900246    2.696065593e-12                  0 
                 952           9.52e-10     -99999.9901994     -99999.9901994 -0.000191538368406 -0.000399161394352     0.999999901994  2.69584354839e-12                  0 
                 953           9.53e-10     -99999.9903712     -99999.9903712 -0.000182828261364 -0.000398942943426     0.999999903712  2.69562150379e-12                  0 
                 954           9.54e-10     -99999.9905399     -99999.9905399 -0.000174199989702 -0.000398573817554     0.999999905399  2.69517741458e-12                  0 
                 955           9.55e-10     -99999.9907057     -99999.9907057 -0.000165655460745 -0.000398056800115     0.999999907057  2.69495536998e-12                  0 
                 956           9.56e-10     -99999.9908686     -99999.9908686 -0.000157196516185 -0.000397394683187     0.999999908686  2.69473332537e-12                  0 
                 957           9.57e-10     -99999.9910286     -99999.9910286  -0.00014882493207 -0.000396590265903     0.999999910286  2.69451128077e-12                  0 
                 958           9.58e-10     -99999.9911859     -99999.9911859 -0.000140542419711 -0.000395646353669     0.999999911859  2.69428923616e-12                  0 
                 959           9.59e-10     -99999.9913403     -99999.9913403 -0.000132350625717  -0.00039456575653     0.999999913403  2.69406719156e-12                  0 
                 960            9.6e-10     -99999.9914921     -99999.9914921  -0.00012425113292 -0.000393351288445     0.999999914921  2.69384514695e-12                  0 
                 961           9.61e-10     -99999.9916412     -99999.9916412 -0.000116245460457  -0.00039200576568     0.999999916412  2.69362310235e-12                  0 
                 962           9.62e-10     -99999.9917877     -99999.9917877 -0.000108335064713  -0.00039053200613     0.999999917877  2.69340105774e-12                  0 
                 963           9.63e-10     -99999.9919316     -99999.9919316 -0.000100521339454 -0.000388932827741     0.999999919316  2.69317901314e-12                  0 
                 964           9.64e-10      -99999.992073      -99999.992073  -9.2805616769e-05 -0.000387211047878      0.99999992073  2.69295696853e-12                  0 
                 965           9.65e-10     -99999.9922119     -99999.9922119 -8.51891672751e-05 -0.000385369481792     0.999999922119  2.69273492393e-12                  0 
                 966           9.66e-10     -99999.9923484     -99999.9923484 -7.76732010284e-05 -0.000383410941991     0.999999923484  2.69251287932e-12                  0 
                 967           9.67e-10     -99999.9924825     -99999.9924825 -7.02588678347e-05  -0.00038133823682     0.999999924825  2.69206879011e-12                  0 
                 968           9.68e-10     -99999.9926143     -99999.9926143 -6.29472580957e-05 -0.000379154169773     0.999999926143  2.69184674551e-12                  0 
                 969           9.69e-10     -99999.9927437     -99999.9927437 -5.57394032361e-05 -0.000376861538218     0.999999927437   2.6916247009e-12                  0 
                 970            9.7e-10     -99999.9928709     -99999.9928709 -4.86362764887e-05 -0.000374463132646     0.999999928709   2.6914026563e-12                  0 
                 971           9.71e-10     -99999.9929958     -99999.9929958 -4.16387934234e-05 -0.000371961735532     0.999999929958  2.69118061169e-12                  0 
                 972           9.72e-10     -99999.9931186     -99999.9931186 -3.47478126834e-05 -0.000369360120533     0.999999931186  2.69095856709e-12                  0 
                 973           9.73e-10     -99999.9932392     -99999.9932392 -2.79641365999e-05 -0.000366661051472     0.999999932392  2.69073652248e-12                  0 
                 974           9.74e-10     -99999.9933576     -99999.9933576 -2.12885118924e-05   -0.0003638672815     0.999999933576  2.69051447788e-12                  0 
                 975           9.75e-10      -99999.993474      -99999.993474 -1.47216303529e-05 -0.000360981552197      0.99999993474  2.69029243327e-12                  0 
                 976           9.76e-10     -99999.9935884     -99999.9935884  -8.2641295214e-06 -0.000358006592689     0.999999935884  2.69007038867e-12                  0 
                 977           9.77e-10     -99999.9937008     -99999.9937008 -1.91659342683e-06 -0.000354945118873     0.999999937008  2.68984834406e-12                  0 
                 978           9.78e-10     -99999.9938112     -99999.9938112  4.32044675387e-06 -0.000351799832502     0.999999938112  2.68962629946e-12                  0 
                 979           9.79e-10     -99999.9939196     -99999.9939196  1.04465119098e-05 -0.000348573420509     0.999999939196  2.68940425485e-12                  0 
                 980            9.8e-10     -99999.9940262     -99999.9940262  1.64611743455e-05 -0.000345268554074     0.999999940262  2.68918221025e-12                  0 
                 981           9.81e-10     -99999.9941309     -99999.9941309  2.23640569604e-05 -0.000341887888048     0.999999941309  2.68896016564e-12                  0 
                 982           9.82e-10     -99999.9942338     -99999.9942338  2.81548326002e-05 -0.000338434060003     0.999999942338  2.68873812104e-12                  0 
                 983           9.83e-10     -99999.9943348     -99999.9943348  3.38332232114e-05 -0.000334909689743     0.999999943348  2.68873812104e-12                  0 
                 984           9.84e-10     -99999.9944341     -99999.9944341  3.93989991886e-05 -0.000331317378349     0.999999944341  2.68851607643e-12                  0 
                 985           9.85e-10     -99999.9945316     -99999.9945316  4.48519785124e-05 -0.000327659707774     0.999999945316  2.68829403183e-12                  0 
                 986           9.86e-10     -99999.9946275     -99999.9946275  5.01920260888e-05 -0.000323939239882     0.999999946275  2.68807198722e-12                  0 
                 987           9.87e-10     -99999.9947216     -99999.9947216  5.54190528767e-05 -0.000320158516126     0.999999947216  2.68784994262e-12                  0 
                 988           9.88e-10     -99999.9948141     -99999.9948141   6.0533015216e-05 -0.000316320056584     0.999999948141  2.68762789801e-12                  0 
                 989           9.89e-10      -99999.994905      -99999.994905  6.55339139515e-05  -0.00031242635971      0.99999994905  2.68762789801e-12                  0 
                 990            9.9e-10     -99999.9949943     -99999.9949943  7.04217937468e-05  -0.00030847990138     0.999999949943  2.68740585341e-12                  0 
                 991           9.91e-10      -99999.995082      -99999.995082  7.51967422089e-05 -0.000304483134707      0.99999995082   2.6871838088e-12                  0 
                 992           9.92e-10     -99999.9951682     -99999.9951682  7.98588891872e-05 -0.000300438489101     0.999999951682   2.6869617642e-12                  0 
                 993           9.93e-10     -99999.9952529     -99999.9952529  8.44084059031e-05  -0.00029634837014     0.999999952529  2.68673971959e-12                  0 
                 994           9.94e-10     -99999.9953361     -99999.9953361  8.88455042322e-05 -0.000292215158653     0.999999953361  2.68651767499e-12                  0 
                 995           9.95e-10     -99999.9954178     -99999.9954178  9.31704358428e-05 -0.000288041210641     0.999999954178  2.68651767499e-12                  0 
                 996           9.96e-10     -99999.9954982     -99999.9954982  9.73834914612e-05 -0.000283828856384     0.999999954982  2.68629563038e-12                  0 
                 997           9.97e-10      -99999.995577      -99999.995577  0.000101485000022 -0.000279580400412      0.99999995577  2.68607358578e-12                  0 
                 998           9.98e-10     -99999.9956546     -99999.9956546  0.000105475327916 -0.000275298120634     0.999999956546  2.68585154117e-12                  0 
                 999           9.99e-10     -99999.9957307     -99999.9957307  0.000109354878154 -0.000270984268357     0.999999957307  2.68562949657e-12                  0 
                1000              1e-09     -99999.9958055     -99999.9958055    0.0001131240896 -0.000266641067444     0.999999958055  2.68540745196e-12                  0 
